follower_count,avg_views,avg_interactions,new_followers_rate,accounts_reached,niche_encoded,price
60694,52861,1530,44,79640,1,985.25
2136,1917,53,0,3397,5,500.0
74074,94112,1327,11,88060,8,1176.48
1207,1224,27,0,1933,8,500.0
2305,2944,110,0,2330,2,500.0
38352,33798,1457,14,29007,5,672.13
27605,23793,722,13,21764,6,500.0
26550,26177,654,13,19664,0,623.01
4050,4483,138,3,4438,0,500.0
6361,3491,211,1,5732,6,500.0
42429,46665,971,10,41973,1,843.66
6592,6858,378,6,7952,7,500.0
7208,7472,326,7,9537,7,500.0
1000,755,31,0,1107,4,500.0
6236,7228,193,4,4950,6,500.0
6201,5226,217,5,4986,0,500.0
4540,5307,148,1,6687,5,500.0
11401,9107,432,4,9403,7,500.0
20323,21249,864,6,36293,2,500.0
2461,2488,96,1,3102,11,500.0
22273,25370,698,20,23902,0,500.0
1000,798,33,0,1445,7,500.0
12433,14054,302,8,16470,13,500.0
13065,9779,383,8,11610,6,500.0
5585,2651,129,3,3612,3,500.0
21746,18098,592,5,35426,8,500.0
7443,6905,94,1,9531,9,500.0
1485,816,32,0,959,8,500.0
1018,491,27,0,1671,13,500.0
2483,1040,99,2,2769,7,500.0
1000,847,29,0,1382,6,500.0
89155,110293,2356,29,130852,8,2043.32
1900,960,75,0,1968,7,500.0
1336,592,33,0,1571,14,500.0
34955,34357,681,10,51407,3,500.0
1747,2250,66,1,1336,11,500.0
9657,8331,308,4,13070,4,500.0
4632,2610,112,0,3258,6,500.0
7939,4236,176,5,5126,13,500.0
1000,769,25,0,718,5,500.0
67483,58340,1522,31,56451,3,1078.89
2880,2135,103,3,3238,11,500.0
7939,6849,283,5,7559,11,500.0
23297,24913,701,9,41795,14,500.0
2335,2056,94,1,3955,11,500.0
2159,1396,45,0,2353,0,500.0
1844,2252,44,0,2432,4,500.0
2958,2661,60,0,4123,9,500.0
152257,100637,5491,57,170608,6,2879.74
6312,7971,141,2,7237,0,500.0
